WKT,name
"POLYGON ((-73.9042549 40.681504, -73.9078485 40.678146, -73.9080202 40.6761443, -73.9028319 40.6758907, -73.9015084 40.6755807, -73.8990193 40.6755156, -73.8963585 40.675776, -73.8914662 40.6764269, -73.8862091 40.6774603, -73.8851256 40.6777696, -73.8810862 40.6788883, -73.8771325 40.6799419, -73.8750384 40.6802618, -73.8718626 40.677593, -73.8613913 40.6742732, -73.8638116 40.6779863, -73.8642579 40.6808531, -73.8658028 40.6806579, -73.8670903 40.6866459, -73.8675194 40.6880127, -73.8679486 40.6911366, -73.8690268 40.6940936, -73.8683306 40.6941974, -73.8704877 40.6976485, -73.8709269 40.6975325, -73.8715213 40.6975385, -73.8719432 40.6974606, -73.8724349 40.6973721, -73.874039 40.6968628, -73.8758666 40.6951688, -73.8760136 40.6946503, -73.8765221 40.6943942, -73.8771101 40.6941748, -73.8776041 40.6936596, -73.8778053 40.6930209, -73.8786464 40.6925995, -73.8818477 40.6922185, -73.8828981 40.6920433, -73.8844138 40.6915801, -73.8825669 40.6858271, -73.8830987 40.6864171, -73.8838221 40.6867373, -73.885001 40.6865764, -73.8885851 40.6850201, -73.8893173 40.6844505, -73.8900496 40.6851827, -73.8902426 40.6849549, -73.8934291 40.6830349, -73.8945557 40.6844993, -73.8962027 40.6830998, -73.8966828 40.6808704, -73.8978496 40.6799428, -73.9001563 40.6793567, -73.9042549 40.681504))",Cypress Hills
"POLYGON ((-73.9623105 40.7003082, -73.9620936 40.6982241, -73.9422667 40.7007944, -73.9404817 40.7010597, -73.9408465 40.703939, -73.9388831 40.7040448, -73.9388402 40.7041505, -73.9397522 40.7051591, -73.9406963 40.7121858, -73.9420696 40.7147231, -73.9418979 40.716935, -73.9405246 40.7186915, -73.9409538 40.7220741, -73.9462753 40.7189354, -73.9470209 40.7195737, -73.947733 40.7192942, -73.9485739 40.7192098, -73.9486249 40.7199518, -73.9489146 40.721326, -73.9493867 40.7217488, -73.9499017 40.7221066, -73.9506634 40.7217814, -73.9514466 40.7234726, -73.9542147 40.7227002, -73.9545043 40.7232165, -73.9575798 40.7251224, -73.9579623 40.7247719, -73.9581131 40.72444, -73.9584997 40.7244448, -73.9598303 40.7249049, -73.960883 40.7251842, -73.9612503 40.7252387, -73.9615985 40.7252013, -73.9619303 40.7252891, -73.9621432 40.7251558, -73.961639 40.7248306, -73.9618106 40.724611, -73.9620252 40.7240256, -73.9624973 40.72318, -73.9639993 40.7206105, -73.9646431 40.720643, -73.9644285 40.7201551, -73.9655443 40.720643, -73.9654155 40.7197323, -73.9650293 40.7190492, -73.9655014 40.7190492, -73.9673467 40.716935, -73.9687629 40.7132593, -73.9685054 40.7128364, -73.9693637 40.7107871, -73.9698787 40.7103316, -73.9696212 40.7100714, -73.9699646 40.7081846, -73.9692842 40.7069939, -73.9683616 40.706815, -73.9671599 40.7042124, -73.9623105 40.7003082))",Williamsburg
"POLYGON ((-73.9409538 40.7220578, -73.9405246 40.7186752, -73.9418979 40.7169187, -73.9420696 40.7147068, -73.9406963 40.7121695, -73.9397522 40.7051428, -73.9388402 40.7041505, -73.9388831 40.7040448, -73.9408465 40.703939, -73.9405246 40.7011248, -73.9369197 40.7017592, -73.9263422 40.7055392, -73.9197761 40.7114599, -73.9239389 40.7140297, -73.9244968 40.7142249, -73.924883 40.7152008, -73.9236385 40.7160465, -73.9232093 40.716697, -73.9245397 40.7179981, -73.9288313 40.7166645, -73.928445 40.7156562, -73.9308054 40.7149405, -73.930462 40.7129563, -73.9317495 40.7125659, -73.9301187 40.7087273, -73.9308054 40.7087924, -73.9320499 40.7113298, -73.9335519 40.711037, -73.9335519 40.7114599, -73.9320499 40.7116876, -73.9326078 40.7131189, -73.9313633 40.7135093, -73.9313633 40.7141598, -73.9319641 40.7147454, -73.9323932 40.7150706, -73.9293892 40.7158513, -73.9297325 40.7171199, -73.9288742 40.717803, -73.9273721 40.7176729, -73.9249689 40.718421, -73.9244968 40.7198847, -73.924926 40.7205352, -73.9256126 40.7200148, -73.9277584 40.7247959, -73.9278013 40.7258366, -73.9290888 40.727105, -73.9308483 40.7259017, -73.932994 40.724926, -73.9367277 40.7240478, -73.9382726 40.72356, -73.9409538 40.7220578))",East Williamsburg
"POLYGON ((-73.9562102 40.7243183, -73.9545043 40.7232165, -73.9542147 40.7227002, -73.9514466 40.7234726, -73.9506634 40.7217814, -73.9499017 40.7221066, -73.9489146 40.721326, -73.9486249 40.7199518, -73.9485739 40.7192098, -73.947733 40.7192942, -73.9470209 40.7195737, -73.9462753 40.7189354, -73.9442154 40.7202365, -73.9409538 40.7220578, -73.9376312 40.7236824, -73.932994 40.724926, -73.9290481 40.7268697, -73.9295202 40.7274551, -73.9343267 40.7282681, -73.9375454 40.7293413, -73.9398199 40.7310649, -73.9408928 40.7329511, -73.9410215 40.7341543, -73.9418798 40.7349348, -73.9446693 40.7360404, -73.9453131 40.7356827, -73.9450126 40.7363005, -73.9455705 40.7365932, -73.945828 40.7361379, -73.9462143 40.7360404, -73.9466005 40.7354225, -73.9466005 40.7343819, -73.9471155 40.7343494, -73.9472442 40.735325, -73.9462572 40.7366907, -73.9477592 40.737276, -73.9511066 40.7383491, -73.9535528 40.739097, -73.9569431 40.7387718, -73.9586597 40.7380565, -73.9611488 40.7356502, -73.96205 40.734447, -73.9624792 40.7330812, -73.9641529 40.732756, -73.9623075 40.732821, -73.96205 40.7323007, -73.9617925 40.7316178, -73.9636379 40.7313251, -73.9617925 40.7315202, -73.9611059 40.7300893, -73.961063 40.7283982, -73.9617925 40.7258615, -73.9601618 40.7258615, -73.9602047 40.7255769, -73.9601296 40.7253248, -73.9584667 40.7254306, -73.9579302 40.7249833, -73.9579624 40.7248614, -73.9579623 40.7247719, -73.9575798 40.7251224, -73.9562102 40.7243183))",Greenpoint
"POLYGON ((-73.9422667 40.7007944, -73.9053594 40.6802777, -73.9042549 40.681504, -73.9028268 40.6811516, -73.903256 40.6827463, -73.9051013 40.683625, -73.9054017 40.6843735, -73.9046292 40.6852847, -73.9037709 40.6853498, -73.905273 40.6871071, -73.9044576 40.688604, -73.9029126 40.6903937, -73.901926 40.6918174, -73.9051017 40.6940301, -73.9038143 40.6954617, -73.9049301 40.6961125, -73.9111099 40.6995614, -73.9100799 40.7008628, -73.9123973 40.7020341, -73.9112815 40.7031402, -73.9220104 40.7095166, -73.9263421 40.7057344, -73.9369197 40.7017755, -73.9422667 40.7007944))",Bushwick
"POLYGON ((-73.9263661 40.5851696, -73.9260833 40.5835263, -73.9238985 40.5832793, -73.9235122 40.5830348, -73.9225466 40.5831978, -73.9196713 40.5823341, -73.9193494 40.5827252, -73.9175899 40.5822526, -73.9157875 40.5815681, -73.9131482 40.5816333, -73.9119465 40.5816822, -73.9112384 40.5824482, -73.911968 40.5833119, -73.9118607 40.5829859, -73.9120324 40.582823, -73.9125044 40.5830837, -73.9126546 40.5828067, -73.9124401 40.58266, -73.9132125 40.58266, -73.9129121 40.5829371, -73.9145858 40.5824482, -73.9156373 40.5823993, -73.9163239 40.5827089, -73.9167745 40.5829208, -73.9165599 40.5830837, -73.916045 40.5829859, -73.9150364 40.5830348, -73.9146502 40.5827578, -73.9129336 40.5831652, -73.9125044 40.5834422, -73.912719 40.5841756, -73.9125259 40.5850718, -73.9126761 40.5857726, -73.9134057 40.5860333, -73.9145644 40.5862288, -73.9156802 40.5861962, -73.9164312 40.5860007, -73.9174397 40.5856911, -73.918534 40.5852348, -73.9194782 40.5848274, -73.9202721 40.5846644, -73.9206798 40.5847459, -73.9220531 40.5847296, -73.9232762 40.5847622, -73.9238126 40.5847622, -73.9242847 40.584583, -73.9255936 40.5847785, -73.9263661 40.5851696))",Plumb Beach
"POLYGON ((-73.9030514 40.6756646, -73.9033898 40.6753781, -73.8988407 40.6570187, -73.8992138 40.6555408, -73.8982127 40.6526658, -73.8926049 40.6487034, -73.8910029 40.6497355, -73.8877413 40.6477818, -73.8876196 40.6465982, -73.8874121 40.6459682, -73.8865574 40.6448969, -73.8861301 40.6446299, -73.8858521 40.6442765, -73.88552 40.6440103, -73.8846673 40.6439749, -73.8843081 40.6442, -73.8835142 40.6446315, -73.8829348 40.6442489, -73.8821408 40.6434104, -73.8815186 40.6426981, -73.8813147 40.6423826, -73.8801882 40.6421811, -73.8799522 40.641717, -73.8804779 40.641371, -73.8804457 40.6408785, -73.8779566 40.6389898, -73.8756392 40.6378825, -73.8731501 40.6357983, -73.8697169 40.6382733, -73.8704893 40.6400318, -73.8716051 40.6419206, -73.8734934 40.6443954, -73.8738367 40.6459584, -73.8794157 40.6541635, -73.8788149 40.6546844, -73.8734934 40.6468701, -73.8724634 40.6455025, -73.8704893 40.6449164, -73.870146 40.6432231, -73.8672278 40.6397062, -73.8627646 40.6425067, -73.8571856 40.6437441, -73.8575289 40.645763, -73.8587305 40.646805, -73.8574431 40.6490191, -73.8570998 40.6509727, -73.8592455 40.6524705, -73.8602755 40.65501, -73.8626787 40.6551402, -73.8630221 40.6570285, -73.8620779 40.6579401, -73.8609621 40.6568332, -73.860018 40.6580052, -73.8607905 40.6585912, -73.8603613 40.6593726, -73.8607905 40.6598935, -73.8588164 40.6606097, -73.8581297 40.6616514, -73.8570139 40.6624327, -73.8558981 40.6636046, -73.8573139 40.6700824, -73.8600823 40.6696756, -73.8606188 40.6712217, -73.8613913 40.6742813, -73.8718626 40.6776011, -73.8750384 40.6802699, -73.8776348 40.6798143, -73.880124 40.6791309, -73.8862091 40.6774603, -73.8963585 40.6757841, -73.8990193 40.6755237, -73.9015084 40.6755888, -73.9028319 40.6758988, -73.9030514 40.6756646))",East New York
"POLYGON ((-73.8796779 40.6186896, -73.8798066 40.6177775, -73.8797208 40.6169956, -73.8792916 40.6163767, -73.8783475 40.6159532, -73.8772317 40.6157903, -73.8752576 40.6159206, -73.8742705 40.6159206, -73.8736268 40.6160835, -73.8723823 40.6165722, -73.8698932 40.6172563, -73.8689061 40.6176146, -73.8682195 40.6178426, -73.8671895 40.6181032, -73.8662025 40.6186896, -73.865945 40.6193737, -73.8656446 40.6199274, -73.8656016 40.6212956, -73.8668033 40.6229894, -73.8668462 40.6236083, -73.8667604 40.6239666, -73.8661595 40.6244226, -73.8662025 40.624846, -73.8657733 40.6254323, -73.8653012 40.6265072, -73.8653012 40.6273215, -73.8656016 40.6277775, -73.8661166 40.6281683, -73.8667604 40.6281683, -73.8676616 40.6278752, -73.8682195 40.6274192, -73.8687345 40.6269306, -73.8712236 40.6256929, -73.8735839 40.62439, -73.8741847 40.6236083, -73.8753434 40.6231197, -73.8762017 40.6225334, -73.8771888 40.6218493, -73.8779184 40.6214584, -73.8785192 40.6209372, -73.8790771 40.6202206, -73.8796779 40.6186896))",Canarsie Pol
"POLYGON ((-73.8626759 40.5991114, -73.8617533 40.5983782, -73.8616675 40.5981501, -73.8613885 40.5981502, -73.8612383 40.5979383, -73.860852 40.5977102, -73.8600796 40.5969934, -73.8601439 40.5967164, -73.8595217 40.5964883, -73.8591354 40.5966349, -73.85832 40.5962602, -73.8578694 40.5963905, -73.857054 40.596195, -73.8560026 40.5963416, -73.8550156 40.5963742, -73.8546079 40.5965697, -73.8538568 40.5968141, -73.8534921 40.5970422, -73.8526338 40.5972703, -73.8524192 40.597531, -73.8520115 40.5980524, -73.8514965 40.5986389, -73.8508528 40.5989322, -73.8513892 40.5989322, -73.8518184 40.5992417, -73.8518613 40.5996002, -73.8516682 40.5997305, -73.8519686 40.5999749, -73.8520973 40.5997631, -73.8521831 40.5998934, -73.8524621 40.5999586, -73.8520759 40.6002356, -73.8523334 40.6003659, -73.8526338 40.6005125, -73.8527196 40.6008873, -73.8530629 40.6011968, -73.8532989 40.6012131, -73.8535994 40.6014086, -73.8540929 40.6014249, -73.8544362 40.6015064, -73.8547366 40.6015878, -73.8550799 40.6018159, -73.855316 40.6016693, -73.8563889 40.6017019, -73.8574403 40.6018485, -73.859865 40.6020114, -73.8610881 40.602435, -73.8615816 40.6020766, -73.8626545 40.6011479, -73.8632124 40.6000075, -73.8626759 40.5991114))",Ruffle Bar
"POLYGON ((-73.9019626 40.6916476, -73.9021522 40.6907676, -73.9014226 40.691695, -73.900736 40.6928827, -73.8995773 40.6948675, -73.8988906 40.6959901, -73.8983542 40.6967222, -73.8977319 40.6974543, -73.8930327 40.7021557, -73.8933331 40.7023183, -73.8912946 40.7050674, -73.89108 40.7049373, -73.8901573 40.7079303, -73.8894922 40.7101099, -73.8888699 40.7122569, -73.9239389 40.7140297, -73.9197761 40.7114599, -73.9220105 40.7093214, -73.9110571 40.7029528, -73.9121944 40.7018791, -73.9099199 40.7006753, -73.91111 40.6993662, -73.9038144 40.6952665, -73.9051018 40.6938349, -73.9019626 40.6916476), (-73.9019261 40.6916222, -73.901926 40.6918174, -73.9019626 40.6916476, -73.9019261 40.6916222))",Ridgewood
"POLYGON ((-73.9239389 40.7140297, -73.8888699 40.7122569, -73.8875763 40.7150033, -73.885688 40.7183862, -73.8848297 40.7200775, -73.884658 40.7231999, -73.8852259 40.7269498, -73.8863518 40.7306022, -73.8880254 40.7301957, -73.8884344 40.7320703, -73.8887771 40.7338159, -73.8889267 40.7351225, -73.8909437 40.7351712, -73.8909008 40.735724, -73.8867165 40.7356915, -73.8863947 40.7383092, -73.8900854 40.7390083, -73.8911811 40.7406307, -73.8961593 40.7402405, -73.8988201 40.7407282, -73.90088 40.73933, -73.9038841 40.7379968, -73.9072315 40.7368587, -73.9141409 40.7357206, -73.9220802 40.7344524, -73.9236681 40.7338345, -73.9249126 40.7322736, -73.926715 40.7297695, -73.9283458 40.7280134, -73.9286462 40.7275906, -73.9255134 40.7248587, -73.9243547 40.7243058, -73.9215223 40.7242082, -73.9206211 40.7238829, -73.9207069 40.7231837, -73.9220802 40.7235252, -73.9248268 40.7234276, -73.9249126 40.7218664, -73.924226 40.7216062, -73.9237968 40.7189391, -73.9221231 40.7164671, -73.9207069 40.7161093, -73.9207927 40.7158003, -73.9222947 40.716093, -73.9233673 40.7156302, -73.9239751 40.7151671, -73.9239389 40.7140297))",Maspeth
"POLYGON ((-73.8856651 40.7284396, -73.8799144 40.7288949, -73.8642074 40.7341632, -73.8652374 40.7354639, -73.8660099 40.7370248, -73.8672973 40.7400488, -73.8676836 40.741577, -73.8675119 40.7427801, -73.8679411 40.7451536, -73.8685848 40.7479822, -73.869486 40.7491527, -73.8916303 40.7467793, -73.8954069 40.7483399, -73.8945915 40.7466818, -73.894334 40.7453812, -73.8947202 40.7443733, -73.8961794 40.7429102, -73.8973381 40.7420323, -73.8979389 40.741512, -73.8988201 40.7407282, -73.8964798 40.7403089, -73.8911811 40.7406307, -73.8900854 40.7390083, -73.8863947 40.7383092, -73.8867165 40.7356915, -73.8909008 40.735724, -73.8909437 40.7351712, -73.8889267 40.7351225, -73.8880254 40.7301957, -73.8863518 40.7306022, -73.8856651 40.7284396))",Elmhurst
"POLYGON ((-73.8716295 40.7314713, -73.8799144 40.7288949, -73.8856651 40.7284396, -73.8845255 40.7205273, -73.8875763 40.7150033, -73.8912946 40.7050674, -73.8930327 40.7021557, -73.8926365 40.702278, -73.8895895 40.7050759, -73.8885596 40.7058241, -73.8874009 40.706182, -73.884268 40.706182, -73.8752558 40.7066537, -73.8728955 40.7080526, -73.8712003 40.7087845, -73.8699987 40.7090936, -73.8650634 40.7107527, -73.8622739 40.7121189, -73.8597419 40.712249, -73.8597848 40.7145261, -73.8608148 40.7154694, -73.8694837 40.724414, -73.8707712 40.7270809, -73.8716724 40.7298452, -73.8716295 40.7314713))",Middle Village
"POLYGON ((-73.9291254 40.728518, -73.9286319 40.7279327, -73.9236681 40.7338345, -73.9220802 40.7344524, -73.9168516 40.7353472, -73.9165083 40.7366805, -73.9170447 40.7370382, -73.9158002 40.7407613, -73.9144698 40.740615, -73.9139548 40.7424684, -73.9124528 40.7424359, -73.9117018 40.7458823, -73.9124957 40.7459311, -73.9118949 40.7479469, -73.9095131 40.7474917, -73.9082685 40.7500114, -73.9096633 40.7505966, -73.9112082 40.751068, -73.9122811 40.7510843, -73.915135 40.7507266, -73.9202848 40.7498163, -73.9203278 40.7492636, -73.9207569 40.7468577, -73.9262501 40.7475406, -73.92934 40.7471179, -73.9309708 40.7373634, -73.9265934 40.7361927, -73.9309278 40.7371357, -73.9345757 40.7355749, -73.9344469 40.734827, -73.9398542 40.733201, -73.9388672 40.7317376, -73.937923 40.7303718, -73.9368931 40.7295913, -73.9335028 40.7288433, -73.9291254 40.728518))",Sunnyside
"POLYGON ((-73.8964944 40.6834284, -73.8945557 40.6844993, -73.8933863 40.683246, -73.8900496 40.6851827, -73.8893173 40.6844505, -73.8885851 40.6850201, -73.8871325 40.6856968, -73.8846252 40.6866291, -73.8838221 40.6867373, -73.8830987 40.6864171, -73.8829301 40.6861431, -73.8825669 40.6858271, -73.8844138 40.6915801, -73.8818477 40.6922185, -73.8802428 40.69244, -73.8786464 40.6925995, -73.8778053 40.6930209, -73.8775564 40.6937685, -73.8771101 40.6941748, -73.8765221 40.6943942, -73.8760136 40.6946503, -73.8758666 40.6951688, -73.8754927 40.6954606, -73.8750912 40.6958343, -73.87459 40.6963465, -73.874039 40.6968628, -73.8733129 40.6971373, -73.8724349 40.6973721, -73.8719432 40.6974606, -73.8715213 40.6975385, -73.8709269 40.6975325, -73.8704877 40.6976485, -73.8687282 40.6987873, -73.8687282 40.699861, -73.8682132 40.700837, -73.8670116 40.702236, -73.8638788 40.7028216, -73.8618188 40.702659, -73.8604455 40.7023336, -73.8586002 40.702724, -73.8588577 40.7014552, -73.8574844 40.7012274, -73.857184 40.7016829, -73.8556819 40.7019107, -73.8553601 40.7025776, -73.8521843 40.7023662, -73.8547378 40.7050177, -73.8544803 40.705343, -73.854609 40.7070022, -73.8582139 40.7055545, -73.8588791 40.7063027, -73.8594156 40.7078643, -73.8593941 40.7092306, -73.8597803 40.7120282, -73.8622739 40.7121189, -73.8650634 40.7107527, -73.8712003 40.7087845, -73.8752558 40.7066537, -73.8851862 40.7060425, -73.8870745 40.7061726, -73.8881903 40.7058798, -73.8895895 40.7050759, -73.8926365 40.702278, -73.8960009 40.6990801, -73.8980608 40.6969002, -73.8999062 40.6940043, -73.901537 40.6913361, -73.901239 40.6901823, -73.8988333 40.6884074, -73.9002924 40.6874963, -73.8964944 40.6834284))",Glendale
"POLYGON ((-73.8661848 40.6832962, -73.8436972 40.6896093, -73.84786 40.6986225, -73.849362 40.6981995, -73.8506495 40.6996311, -73.8507782 40.7001517, -73.8540398 40.7007048, -73.8548552 40.700412, -73.8533531 40.6988177, -73.8530527 40.6983297, -73.8538252 40.6981019, -73.8536965 40.6975813, -73.8685452 40.6945879, -73.8683306 40.6941974, -73.8689743 40.6940347, -73.8679486 40.6911366, -73.8661848 40.6832962))",Woodhaven
"POLYGON ((-73.8603991 40.6742925, -73.8322896 40.6657643, -73.8399714 40.6801346, -73.8402075 40.6805577, -73.8366026 40.6813876, -73.8380832 40.6842026, -73.8363022 40.6847396, -73.837139 40.6861389, -73.8379115 40.6876033, -73.8371605 40.6878636, -73.8359803 40.6882216, -73.8375467 40.6912316, -73.8661848 40.6832962, -73.8658028 40.6806579, -73.8638753 40.6808018, -73.8638116 40.6779863, -73.8611285 40.6742416, -73.8603991 40.6742925))",Ozone Park
"POLYGON ((-73.836474 40.6458967, -73.8414522 40.6661472, -73.8461729 40.6643243, -73.8506361 40.66172, -73.8548418 40.6587249, -73.8575025 40.6567715, -73.85982 40.6552414, -73.8592192 40.6546553, -73.8586183 40.6537763, -73.8584038 40.6532228, -73.8574596 40.6527995, -73.8567301 40.6529623, -73.8565584 40.6523111, -73.8560005 40.6524414, -73.8560863 40.6518879, -73.8564726 40.6518553, -73.8560005 40.6513018, -73.854241 40.6508134, -73.8520952 40.6504227, -73.8505932 40.651432, -73.8494774 40.6513018, -73.8502498 40.6506506, -73.8506361 40.650032, -73.8509365 40.6492831, -73.8514944 40.6491203, -73.8519665 40.6485342, -73.8524814 40.6477527, -73.8525244 40.6473294, -73.8523956 40.6465479, -73.8519235 40.6462549, -73.8513656 40.645506, -73.8510223 40.6454083, -73.8502069 40.6448222, -73.849134 40.6442686, -73.8486191 40.6445291, -73.8473316 40.6444965, -73.845615 40.6446919, -73.8436838 40.6448222, -73.8421388 40.6450175, -73.8398643 40.6450501, -73.837504 40.6453757, -73.836474 40.6458967))",Howard Beach
"POLYGON ((-73.8573139 40.6700743, -73.8558981 40.6635965, -73.8581297 40.6616433, -73.8586161 40.6607273, -73.8605688 40.6598972, -73.8600967 40.6591484, -73.8605258 40.65866, -73.8600109 40.6587252, -73.8595603 40.658367, -73.8595603 40.6580415, -73.8599679 40.6577322, -73.8596461 40.6573904, -73.8593457 40.6576671, -73.8590024 40.6581717, -73.8583801 40.6582857, -73.8580153 40.6588717, -73.8583586 40.659067, -73.8589809 40.658953, -73.8591526 40.6591972, -73.8591526 40.6593437, -73.8591096 40.659539, -73.8587019 40.659246, -73.8583586 40.65936, -73.8580153 40.6592623, -73.8577793 40.6593437, -73.8574145 40.6592298, -73.8570497 40.6592949, -73.856642 40.65936, -73.8562987 40.659246, -73.855891 40.659539, -73.85514 40.659832, -73.8550112 40.6600599, -73.8545392 40.6601576, -73.8548825 40.6597181, -73.8555477 40.6594902, -73.8560627 40.6589856, -73.8576934 40.6589205, -73.8569853 40.6583996, -73.8574789 40.6579601, -73.8584015 40.6580252, -73.8587019 40.6576508, -73.8591526 40.6572439, -73.8597105 40.6571625, -73.8602898 40.6569183, -73.8608263 40.6564951, -73.8614271 40.6566416, -73.8612125 40.6563323, -73.8598177 40.6555346, -73.8524792 40.6606459, -73.8501189 40.6623062, -73.8461729 40.6643243, -73.841922 40.6661475, -73.839905 40.6665706, -73.8379738 40.6669287, -73.8363431 40.6668636, -73.8508484 40.6709324, -73.8573139 40.6700743))",Lindenwood
"POLYGON ((-73.836711 40.6820419, -73.8366026 40.6813876, -73.8402075 40.6805577, -73.8399714 40.6801346, -73.832072 40.6652198, -73.8228881 40.6638525, -73.8238323 40.6609227, -73.8212574 40.6616389, -73.8177383 40.6618993, -73.8078678 40.6604018, -73.8065803 40.6648291, -73.8045204 40.6650244, -73.8025463 40.6632666, -73.8023746 40.6623551, -73.7994564 40.6624202, -73.7980831 40.66535, -73.79053 40.6641781, -73.7894142 40.6666195, -73.788234 40.6730645, -73.8013446 40.674399, -73.8010442 40.6734876, -73.8108504 40.6918425, -73.8127816 40.6913706, -73.813833 40.6907686, -73.8152707 40.6896785, -73.8170302 40.688865, -73.8188541 40.688263, -73.8235319 40.6864244, -73.8256347 40.6899552, -73.8284457 40.6891742, -73.8268404 40.685882, -73.8287287 40.6857193, -73.8328915 40.6840922, -73.836711 40.6820419))",South Ozone Park
